検索エリア,店舗名,URL
160-0022,すしざむらい 歌舞伎町輝ビル総本店,https://www.ubereats.com/jp/store/%E3%81%99%E3%81%97%E3%81%95%E3%82%80%E3%82%89%E3%81%84-%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E8%BC%9D%E3%83%92%E3%83%AB%E7%B7%8F%E6%9C%AC%E5%BA%97/jFaCCNMbQf-C7W8Cl996wQ?diningMode=DELIVERY
160-0022,【本場沖縄のタコライス】THE TACORICE HOUSE 新宿歌舞伎町店,https://www.ubereats.com/jp/store/%E6%9C%AC%E5%A0%B4%E6%B2%96%E7%B8%84%E3%81%AE%E3%82%BF%E3%82%B3%E3%83%A9%E3%82%A4%E3%82%B9the-tacorice-house-%E6%96%B0%E5%AE%BF%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E5%BA%97/ILgUtEu8WUyRQ7_zAM69GQ?diningMode=DELIVERY
160-0022,ゼッテリア ZETTERIA 新宿中央通り店,https://www.ubereats.com/jp/store/%E3%82%BB%E3%83%83%E3%83%86%E3%83%AA%E3%82%A2-zetteria-%E6%96%B0%E5%AE%BF%E4%B8%AD%E5%A4%AE%E9%80%9A%E3%82%8A%E5%BA%97/cd5pGUngR0GT4dhYNCePsg?diningMode=DELIVERY
160-0022,二郎系入門編！ときじ郎ラーメン 高田馬場店,https://www.ubereats.com/jp/store/%E4%BA%8C%E9%83%8E%E7%B3%BB%E5%85%A5%E9%96%80%E7%B7%A8!%E3%81%A8%E3%81%8D%E3%81%97%E9%83%8E%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3-%E9%AB%98%E7%94%B0%E9%A6%AC%E5%A0%B4%E5%BA%97/6j_akYFlXPSf0YBhYTug3Q?diningMode=DELIVERY
160-0022,辛ちゃん新大久保 本店,https://www.ubereats.com/jp/store/%E8%BE%9B%E3%81%A1%E3%82%83%E3%82%93%E6%96%B0%E5%A4%A7%E4%B9%85%E4%BF%9D-%E6%9C%AC%E5%BA%97/ZYim9LjHTpyw-5HOYkYllA?diningMode=DELIVERY
160-0022,ピッツア ケイ Pizza K,https://www.ubereats.com/jp/store/%E3%83%92%E3%83%83%E3%83%84%E3%82%A2-%E3%82%B1%E3%82%A4-pizza-k/jps2kckkTm23X8TkT6gQdQ?diningMode=DELIVERY
160-0022,とんかつにいむら本店 tonkatsu niimura honten,https://www.ubereats.com/jp/store/%E3%81%A8%E3%82%93%E3%81%8B%E3%81%A4%E3%81%AB%E3%81%84%E3%82%80%E3%82%89%E6%9C%AC%E5%BA%97-tonkatsu-niimura-honten/ZbTMpqvuTa2ox_kYJZ9XKQ?diningMode=DELIVERY
160-0022,麺屋こころ新宿歌舞伎町店 MenyaKokoro Shinjukukabukicho,https://www.ubereats.com/jp/store/%E9%BA%BA%E5%B1%8B%E3%81%93%E3%81%93%E3%82%8D%E6%96%B0%E5%AE%BF%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E5%BA%97-menyakokoro-shinjukukabukicho/2eS4gb-TRvWBOUST2qGNKg?diningMode=DELIVERY
160-0022,黒毛和牛すきやき丼 前田 新宿歌舞伎町店,https://www.ubereats.com/jp/store/%E9%BB%92%E6%AF%9B%E5%92%8C%E7%89%9B%E3%81%99%E3%81%8D%E3%82%84%E3%81%8D%E4%B8%BC-%E5%89%8D%E7%94%B0-%E6%96%B0%E5%AE%BF%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E5%BA%97/J9QTwE0MUeuvpo0v81Vwcw?diningMode=DELIVERY
160-0022,豚雲堂 新宿店 とろける角煮と赤出汁味噌汁 TONUNDO: Melty braised pork and red miso soup Shinjyuku Tokyo,https://www.ubereats.com/jp/store/%E8%B1%9A%E9%9B%B2%E5%A0%82-%E6%96%B0%E5%AE%BF%E5%BA%97-%E3%81%A8%E3%82%8D%E3%81%91%E3%82%8B%E8%A7%92%E7%85%AE%E3%81%A8%E8%B5%A4%E5%87%BA%E6%B1%81%E5%91%B3%E5%99%8C%E6%B1%81-tonundo%3A-melty-braised-pork-and-red-miso-soup-shinjyuku-tokyo/D3Ntu_AnUo2HioVd5krWbQ?diningMode=DELIVERY
160-0022,韓国料理 スルパン,https://www.ubereats.com/jp/store/%E9%9F%93%E5%9B%BD%E6%96%99%E7%90%86-%E3%82%B9%E3%83%AB%E3%83%8F%E3%83%B3/gdzuv5n_Sq6td6AqFQ2_fA?diningMode=DELIVERY
160-0022,背脂とにんにく　麺屋きいろ　SeaburatoNinniku MenyaKiiro,https://www.ubereats.com/jp/store/%E8%83%8C%E8%84%82%E3%81%A8%E3%81%AB%E3%82%93%E3%81%AB%E3%81%8F-%E9%BA%BA%E5%B1%8B%E3%81%8D%E3%81%84%E3%82%8D-seaburatoninniku-menyakiiro/LibEkfmNQrmdKgZ6p1_k8A?diningMode=DELIVERY
160-0022,ホシギ２羽チキン 2号店 Hosigi TwoChicken Second Store,https://www.ubereats.com/jp/store/%E3%83%9B%E3%82%B7%E3%82%AD2%E7%BE%BD%E3%83%81%E3%82%AD%E3%83%B3-2%E5%8F%B7%E5%BA%97-hosigi-twochicken-second-store/8HBCROdyTpKEYSl5JZGRrw?diningMode=DELIVERY
160-0022,大阪焼 たこ丸 新宿四谷店,https://www.ubereats.com/jp/store/%E5%A4%A7%E9%98%AA%E7%84%BC-%E3%81%9F%E3%81%93%E4%B8%B8-%E6%96%B0%E5%AE%BF%E5%9B%9B%E8%B0%B7%E5%BA%97/LcL9JlNvVNeoBrxKLTO_QQ?diningMode=DELIVERY
160-0022,和牛とお豆腐とお味噌汁と 歌舞伎町店,https://www.ubereats.com/jp/store/%E5%92%8C%E7%89%9B%E3%81%A8%E3%81%8A%E8%B1%86%E8%85%90%E3%81%A8%E3%81%8A%E5%91%B3%E5%99%8C%E6%B1%81%E3%81%A8-%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E5%BA%97/cpygKuNeUoils7JtcnEXIQ?diningMode=DELIVERY
160-0022,赤から　新宿靖国通り店はなれ,https://www.ubereats.com/jp/store/%E8%B5%A4%E3%81%8B%E3%82%89-%E6%96%B0%E5%AE%BF%E9%9D%96%E5%9B%BD%E9%80%9A%E3%82%8A%E5%BA%97%E3%81%AF%E3%81%AA%E3%82%8C/e3sDO2bMRLSQ_u6ReJQP4A?diningMode=DELIVERY
160-0022,カレーハウス CoCo壱番屋 新宿歌舞伎町 Curry House CoCo Ichibanya Shinjuku Kabukicho,https://www.ubereats.com/jp/store/%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%8F%E3%82%A6%E3%82%B9-coco%E5%A3%B1%E7%95%AA%E5%B1%8B-%E6%96%B0%E5%AE%BF%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA-curry-house-coco-ichibanya-shinjuku-kabukicho/tS-i4jQWTJuPzgX5ANaCqw?diningMode=DELIVERY
160-0022,漬け魚ボウル～ご飯と食べる海鮮漬け～新宿店 pickled fish bowl tokyo,https://www.ubereats.com/jp/store/%E6%BC%AC%E3%81%91%E9%AD%9A%E3%83%9B%E3%82%A6%E3%83%AB~%E3%81%93%E9%A3%AF%E3%81%A8%E9%A3%9F%E3%81%B8%E3%82%8B%E6%B5%B7%E9%AE%AE%E6%BC%AC%E3%81%91~%E6%96%B0%E5%AE%BF%E5%BA%97-pickled-fish-bowl-tokyo/bnMIQChPXaegKhxir9L-2Q?diningMode=DELIVERY
160-0022,松のや 東新宿店 Matsunoya HIGASHI-SHINJUKU,https://www.ubereats.com/jp/store/%E6%9D%BE%E3%81%AE%E3%82%84-%E6%9D%B1%E6%96%B0%E5%AE%BF%E5%BA%97-matsunoya-higashi-shinjuku/0KE5JZsaT-m18rg7z3ugCw?diningMode=DELIVERY
160-0022,海鮮ポキ ポキボール 新宿店　Seafood Poke Pokeball Shinjuku Branch,https://www.ubereats.com/jp/store/%E6%B5%B7%E9%AE%AE%E3%83%9B%E3%82%AD-%E3%83%9B%E3%82%AD%E3%83%9B%E3%83%BC%E3%83%AB-%E6%96%B0%E5%AE%BF%E5%BA%97-seafood-poke-pokeball-shinjuku-branch/g5FNXpkfUXixsqBQxXGZPQ?diningMode=DELIVERY
160-0022,ダブル卵のとろとろチャーシュー丼 新宿店 Tokyo Roast Pork and Egg Rice Shinjyuku,https://www.ubereats.com/jp/store/%E3%82%BF%E3%83%95%E3%83%AB%E5%8D%B5%E3%81%AE%E3%81%A8%E3%82%8D%E3%81%A8%E3%82%8D%E3%83%81%E3%83%A3%E3%83%BC%E3%82%B7%E3%83%A5%E3%83%BC%E4%B8%BC-%E6%96%B0%E5%AE%BF%E5%BA%97-tokyo-roast-pork-and-egg-rice-shinjyuku/T5SSmjZNUQGTlV5jv02dLw?diningMode=DELIVERY
160-0022,ニューヨークバーガー NEW YORK Burger,https://www.ubereats.com/jp/store/%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%A8%E3%83%BC%E3%82%AF%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC-new-york-burger/6ZVjGDcUXG6bfH1TAVbPpA?diningMode=DELIVERY
160-0022,マシマシらーめん 練馬店,https://www.ubereats.com/jp/store/%E3%83%9E%E3%82%B7%E3%83%9E%E3%82%B7%E3%82%89%E3%83%BC%E3%82%81%E3%82%93-%E7%B7%B4%E9%A6%AC%E5%BA%97/z9E2HJS3UBCi-eYh4hC-gg?diningMode=DELIVERY
160-0022,旨辛タンメン 誠屋 新宿店,https://www.ubereats.com/jp/store/%E6%97%A8%E8%BE%9B%E3%82%BF%E3%83%B3%E3%83%A1%E3%83%B3-%E8%AA%A0%E5%B1%8B-%E6%96%B0%E5%AE%BF%E5%BA%97/4YO-gAkJXcKJkoFE1cO-PQ?diningMode=DELIVERY
160-0022,肉屋直営 すじたま牛丼 小松 新宿店 A beef bowl restaurant started by a butcher shinjyuku tokyo,https://www.ubereats.com/jp/store/%E8%82%89%E5%B1%8B%E7%9B%B4%E5%96%B6-%E3%81%99%E3%81%97%E3%81%9F%E3%81%BE%E7%89%9B%E4%B8%BC-%E5%B0%8F%E6%9D%BE-%E6%96%B0%E5%AE%BF%E5%BA%97-a-beef-bowl-restaurant-started-by-a-butcher-shinjyuku-tokyo/qWCb8LxHWrGR6zIOsk5HLA?diningMode=DELIVERY
160-0022,つけ蕎麦の阿国 歌舞伎町店,https://www.ubereats.com/jp/store/%E3%81%A4%E3%81%91%E8%95%8E%E9%BA%A6%E3%81%AE%E9%98%BF%E5%9B%BD-%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E5%BA%97/x-HMUP80St-8Rg1XEol7Og?diningMode=DELIVERY
160-0022,東京ユッケ丼.SHINJYUKU 新鮮卵と特製だれのユッケ丼 Tokyo Yukhoe bowl. Yukhoe bowl with fresh eggs and special sauce,https://www.ubereats.com/jp/store/%E6%9D%B1%E4%BA%AC%E3%83%A6%E3%83%83%E3%82%B1%E4%B8%BCshinjyuku-%E6%96%B0%E9%AE%AE%E5%8D%B5%E3%81%A8%E7%89%B9%E8%A3%BD%E3%81%9F%E3%82%8C%E3%81%AE%E3%83%A6%E3%83%83%E3%82%B1%E4%B8%BC-tokyo-yukhoe-bowl-yukhoe-bowl-with-fresh-eggs-and-special-sauce/_zrRyshvURK2GG2_UzxkoA?diningMode=DELIVERY
160-0022,黒毛和牛専門店 naizoo.SHINJYUKU tokyo wagyu beef shop,https://www.ubereats.com/jp/store/%E9%BB%92%E6%AF%9B%E5%92%8C%E7%89%9B%E5%B0%82%E9%96%80%E5%BA%97-naizooshinjyuku-tokyo-wagyu-beef-shop/8atjnNi9VkuHNgVl-V1_Ug?diningMode=DELIVERY
160-0022,DONER KEBABドネルケバブ,https://www.ubereats.com/jp/store/doner-kebab%E3%83%88%E3%83%8D%E3%83%AB%E3%82%B1%E3%83%8F%E3%83%95/NlB_ky1PW8WvkibmdNBfkg?diningMode=DELIVERY
160-0022,天国魯肉飯（ルーローハン）とろける豚肉と薬膳スープ 新宿店 Heavenly Taiwanese pork stew bowl Shinjyuku Tokyo,https://www.ubereats.com/jp/store/%E5%A4%A9%E5%9B%BD%E9%AD%AF%E8%82%89%E9%A3%AF%E3%83%AB%E3%83%BC%E3%83%AD%E3%83%BC%E3%83%8F%E3%83%B3%E3%81%A8%E3%82%8D%E3%81%91%E3%82%8B%E8%B1%9A%E8%82%89%E3%81%A8%E8%96%AC%E8%86%B3%E3%82%B9%E3%83%BC%E3%83%95-%E6%96%B0%E5%AE%BF%E5%BA%97-heavenly-taiwanese-pork-stew-bowl-shinjyuku-tokyo/eO5FnWLeW7iIoJW9w5pYIg?diningMode=DELIVERY
160-0022,東京豚丼.shinjyuku とろける炙り豚丼と赤だし味噌汁 tokyo pork bowl,https://www.ubereats.com/jp/store/%E6%9D%B1%E4%BA%AC%E8%B1%9A%E4%B8%BCshinjyuku-%E3%81%A8%E3%82%8D%E3%81%91%E3%82%8B%E7%82%99%E3%82%8A%E8%B1%9A%E4%B8%BC%E3%81%A8%E8%B5%A4%E3%81%9F%E3%81%97%E5%91%B3%E5%99%8C%E6%B1%81-tokyo-pork-bowl/5ruOjWtQWG66CAfp3CIs3w?diningMode=DELIVERY
160-0022,厳選黒毛和牛の肉丼 新宿歌舞伎町店,https://www.ubereats.com/jp/store/%E5%8E%B3%E9%81%B8%E9%BB%92%E6%AF%9B%E5%92%8C%E7%89%9B%E3%81%AE%E8%82%89%E4%B8%BC-%E6%96%B0%E5%AE%BF%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E5%BA%97/2eGbqpGBVEWy43g54nkmWA?diningMode=DELIVERY
160-0022,韓国料理チキン　ソジュハンザン本店 소주한잔 SOJUHANZAN,https://www.ubereats.com/jp/store/%E9%9F%93%E5%9B%BD%E6%96%99%E7%90%86%E3%83%81%E3%82%AD%E3%83%B3-%E3%82%BD%E3%82%B7%E3%83%A5%E3%83%8F%E3%83%B3%E3%82%B5%E3%83%B3%E6%9C%AC%E5%BA%97-%EC%86%8C%EC%A3%BC%ED%95%9C%EC%9E%94-sojuhanzan/-70cWpZDRr2WV710JpKuPw?diningMode=DELIVERY
160-0022,和牛 Steak House91 nine ace ステーキ 唐揚げ弁当 豚丼,https://www.ubereats.com/jp/store/%E5%92%8C%E7%89%9B-steak-house91-nine-ace-%E3%82%B9%E3%83%86%E3%83%BC%E3%82%AD-%E5%94%90%E6%8F%9A%E3%81%91%E5%BC%81%E5%BD%93-%E8%B1%9A%E4%B8%BC/FPdw1p6XQnmaIntMM3T2tQ?diningMode=DELIVERY
160-0022,ハラペコステーキ 新宿本店 Harapeko Steak House,https://www.ubereats.com/jp/store/%E3%83%8F%E3%83%A9%E3%83%98%E3%82%B3%E3%82%B9%E3%83%86%E3%83%BC%E3%82%AD-%E6%96%B0%E5%AE%BF%E6%9C%AC%E5%BA%97-harapeko-steak-house/eTp4zBNvRSOCN_RSnhP3Ow?diningMode=DELIVERY
160-0022,韓国焼肉料理 ソジュハンザン０２９ 소주한잔029 SOJUHANZAN 029,https://www.ubereats.com/jp/store/%E9%9F%93%E5%9B%BD%E7%84%BC%E8%82%89%E6%96%99%E7%90%86-%E3%82%BD%E3%82%B7%E3%83%A5%E3%83%8F%E3%83%B3%E3%82%B5%E3%83%B3029-%EC%86%8C%EC%A3%BC%ED%95%9C%EC%9E%94029-sojuhanzan-029/faR9BEVyRvWdu_7OWaltsw?diningMode=DELIVERY
160-0022,魅惑の台湾めし「魯肉飯(ルーローハン)」 TAIWAN lurou rice 新宿四谷店,https://www.ubereats.com/jp/store/%E9%AD%85%E6%83%91%E3%81%AE%E5%8F%B0%E6%B9%BE%E3%82%81%E3%81%97%E9%AD%AF%E8%82%89%E9%A3%AF%E3%83%AB%E3%83%BC%E3%83%AD%E3%83%BC%E3%83%8F%E3%83%B3-taiwan-lurou-rice-%E6%96%B0%E5%AE%BF%E5%9B%9B%E8%B0%B7%E5%BA%97/Qri69Xe9UAaKVKPRrdM4HA?diningMode=DELIVERY
160-0022,高たんぱく・糖質制限カオマンガイ 東京鶏飯食堂 大久保店,https://www.ubereats.com/jp/store/%E9%AB%98%E3%81%9F%E3%82%93%E3%81%AF%E3%81%8F%E3%83%BB%E7%B3%96%E8%B3%AA%E5%88%B6%E9%99%90%E3%82%AB%E3%82%AA%E3%83%9E%E3%83%B3%E3%82%AB%E3%82%A4-%E6%9D%B1%E4%BA%AC%E9%B6%8F%E9%A3%AF%E9%A3%9F%E5%A0%82-%E5%A4%A7%E4%B9%85%E4%BF%9D%E5%BA%97/1Y0zSUAaVPGQQzy0KZnagw?diningMode=DELIVERY
160-0022,ホルモン焼 幸永,https://www.ubereats.com/jp/store/%E3%83%9B%E3%83%AB%E3%83%A2%E3%83%B3%E7%84%BC-%E5%B9%B8%E6%B0%B8/0LqAVNvMVPSq0sxcm9G89g?diningMode=DELIVERY
160-0022,宅配店舗 俺の生きる道 大久保店,https://www.ubereats.com/jp/store/%E5%AE%85%E9%85%8D%E5%BA%97%E8%88%97-%E4%BF%BA%E3%81%AE%E7%94%9F%E3%81%8D%E3%82%8B%E9%81%93-%E5%A4%A7%E4%B9%85%E4%BF%9D%E5%BA%97/r1CPwE56VV2GMRhluJIS_A?diningMode=DELIVERY
160-0022,韓国料理チキン 中央シジャン korean food chuoichiba,https://www.ubereats.com/jp/store/%E9%9F%93%E5%9B%BD%E6%96%99%E7%90%86%E3%83%81%E3%82%AD%E3%83%B3-%E4%B8%AD%E5%A4%AE%E3%82%B7%E3%82%B7%E3%83%A3%E3%83%B3-korean-food-chuoichiba/9a2ekdbmSpyxK2HePi8Ecw?diningMode=DELIVERY
160-0022,壱角家 新宿5丁目 Ichikakuya Shinjuku 5Chome,https://www.ubereats.com/jp/store/%E5%A3%B1%E8%A7%92%E5%AE%B6-%E6%96%B0%E5%AE%BF5%E4%B8%81%E7%9B%AE-ichikakuya-shinjuku-5chome/Dx4NfkecQlSeMCFsAS79MQ?diningMode=DELIVERY
160-0022,素麺屋 糸,https://www.ubereats.com/jp/store/%E7%B4%A0%E9%BA%BA%E5%B1%8B-%E7%B3%B8/EwCayVlNQaqFUBFR1zSLpw?diningMode=DELIVERY
160-0022,和牛焼肉 齋藤精肉店 新宿店wagyu yakiniku saito meat shop Shinjyuku Tokyo,https://www.ubereats.com/jp/store/%E5%92%8C%E7%89%9B%E7%84%BC%E8%82%89-%E9%BD%8B%E8%97%A4%E7%B2%BE%E8%82%89%E5%BA%97-%E6%96%B0%E5%AE%BF%E5%BA%97wagyu-yakiniku-saito-meat-shop-shinjyuku-tokyo/Q5UbxmY2WW2Soxmlkk8aOQ?diningMode=DELIVERY
160-0022,そば処 楽庵,https://www.ubereats.com/jp/store/%E3%81%9D%E3%81%AF%E5%87%A6-%E6%A5%BD%E5%BA%B5/6Xwej14WWriBOQVg8XFSdA?diningMode=DELIVERY
160-0022,プサンテジクッパ職安通り店,https://www.ubereats.com/jp/store/%E3%83%95%E3%82%B5%E3%83%B3%E3%83%86%E3%82%B7%E3%82%AF%E3%83%83%E3%83%8F%E8%81%B7%E5%AE%89%E9%80%9A%E3%82%8A%E5%BA%97/Yp-1S6RcQCuclX1-Cpcuzw?diningMode=DELIVERY
160-0022,特選牛 タン×ハラミ丼 【蘭-Ran-】,https://www.ubereats.com/jp/store/%E7%89%B9%E9%81%B8%E7%89%9B-%E3%82%BF%E3%83%B3%C3%97%E3%83%8F%E3%83%A9%E3%83%9F%E4%B8%BC-%E8%98%AD-ran/-IpD9o2rR4KWSOlxQza5_g?diningMode=DELIVERY
160-0022,肉玉そばおとど新宿2丁目店,https://www.ubereats.com/jp/store/%E8%82%89%E7%8E%89%E3%81%9D%E3%81%AF%E3%81%8A%E3%81%A8%E3%81%A8%E6%96%B0%E5%AE%BF2%E4%B8%81%E7%9B%AE%E5%BA%97/-ifid1QJWVCFig9e96IPiQ?diningMode=DELIVERY
160-0022,山下本気うどん 新宿歌舞伎町 Yamashitahonkiudon Shinjukukabukicho,https://www.ubereats.com/jp/store/%E5%B1%B1%E4%B8%8B%E6%9C%AC%E6%B0%97%E3%81%86%E3%81%A8%E3%82%93-%E6%96%B0%E5%AE%BF%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA-yamashitahonkiudon-shinjukukabukicho/3_ThWqVFVEmDrcg5pfR9wA?diningMode=DELIVERY
160-0022,ガスト 新宿靖国通店 Gusto Shinjuku Yasukunidori,https://www.ubereats.com/jp/store/%E3%82%AB%E3%82%B9%E3%83%88-%E6%96%B0%E5%AE%BF%E9%9D%96%E5%9B%BD%E9%80%9A%E5%BA%97-gusto-shinjuku-yasukunidori/rQ8Ow942TKqJ25s74xnHjw?diningMode=DELIVERY
160-0022,宮崎手羽先番長 LEADER OF CHICKEN WINGS,https://www.ubereats.com/jp/store/%E5%AE%AE%E5%B4%8E%E6%89%8B%E7%BE%BD%E5%85%88%E7%95%AA%E9%95%B7-leader-of-chicken-wings/Spxdl8M-RBexu6-zVKN26g?diningMode=DELIVERY
160-0022,炒飯と水餃子,https://www.ubereats.com/jp/store/%E7%82%92%E9%A3%AF%E3%81%A8%E6%B0%B4%E9%A4%83%E5%AD%90/-7syqVo5UlSKi44oJr3Udg?diningMode=DELIVERY
160-0022,地元のルーロー麺 台湾屋台料理 local lurou noodles TAIWAN street food 新宿四谷店,https://www.ubereats.com/jp/store/%E5%9C%B0%E5%85%83%E3%81%AE%E3%83%AB%E3%83%BC%E3%83%AD%E3%83%BC%E9%BA%BA-%E5%8F%B0%E6%B9%BE%E5%B1%8B%E5%8F%B0%E6%96%99%E7%90%86-local-lurou-noodles-taiwan-street-food-%E6%96%B0%E5%AE%BF%E5%9B%9B%E8%B0%B7%E5%BA%97/uIqQGPzBViaBOaOJWIW_OA?diningMode=DELIVERY
160-0022,魚とお酒　新宿おふじ,https://www.ubereats.com/jp/store/%E9%AD%9A%E3%81%A8%E3%81%8A%E9%85%92-%E6%96%B0%E5%AE%BF%E3%81%8A%E3%81%B5%E3%81%97/kQzMxIlVQCKYwM1FVHd7Fw?diningMode=DELIVERY
160-0022,人生酒場 チヂミ＆韓国料理 専門店 ジンセイサカバ 인생술집 JINSEISAKABA,https://www.ubereats.com/jp/store/%E4%BA%BA%E7%94%9F%E9%85%92%E5%A0%B4-%E3%83%81%E3%83%81%E3%83%9F%26%E9%9F%93%E5%9B%BD%E6%96%99%E7%90%86-%E5%B0%82%E9%96%80%E5%BA%97-%E3%82%B7%E3%83%B3%E3%82%BB%E3%82%A4%E3%82%B5%E3%82%AB%E3%83%8F-%EC%9D%B8%EC%83%9D%EC%88%A0%EC%A7%91-jinseisakaba/eKtfSFwkQ1-nBF0uwAIgow?diningMode=DELIVERY
160-0022,すしざんまい 渋谷東急本店前店,https://www.ubereats.com/jp/store/%E3%81%99%E3%81%97%E3%81%95%E3%82%93%E3%81%BE%E3%81%84-%E6%B8%8B%E8%B0%B7%E6%9D%B1%E6%80%A5%E6%9C%AC%E5%BA%97%E5%89%8D%E5%BA%97/_X4kIlVFSTOPA6wWCzJFRQ?diningMode=DELIVERY
160-0022,東京ねばとろ.SHINJYUKU とろろ昆布汁とねばとろ丼 tokyo neba-toro bowl,https://www.ubereats.com/jp/store/%E6%9D%B1%E4%BA%AC%E3%81%AD%E3%81%AF%E3%81%A8%E3%82%8Dshinjyuku-%E3%81%A8%E3%82%8D%E3%82%8D%E6%98%86%E5%B8%83%E6%B1%81%E3%81%A8%E3%81%AD%E3%81%AF%E3%81%A8%E3%82%8D%E4%B8%BC-tokyo-neba-toro-bowl/nElPJtekWOiyjaSOfgur-A?diningMode=DELIVERY
160-0022,和牛と出汁。新宿店～澄み出汁で味わう肉うどん～wagyubeef udon noodles in clear dashi broth Shinjyuku TOKYO,https://www.ubereats.com/jp/store/%E5%92%8C%E7%89%9B%E3%81%A8%E5%87%BA%E6%B1%81%E3%80%82%E6%96%B0%E5%AE%BF%E5%BA%97~%E6%BE%84%E3%81%BF%E5%87%BA%E6%B1%81%E3%81%A6%E5%91%B3%E3%82%8F%E3%81%86%E8%82%89%E3%81%86%E3%81%A8%E3%82%93~wagyubeef-udon-noodles-in-clear-dashi-broth-shinjyuku-tokyo/hnEraK5_VueJH5M4OlzfFw?diningMode=DELIVERY
160-0022,極太麻婆春雨,https://www.ubereats.com/jp/store/%E6%A5%B5%E5%A4%AA%E9%BA%BB%E5%A9%86%E6%98%A5%E9%9B%A8/3Weyhe2BUqyzZvCybjz-fA?diningMode=DELIVERY
160-0022,SHWE KA TAW ASIAN RESTAURANT,https://www.ubereats.com/jp/store/shwe-ka-taw-asian-restaurant/Q-asB_8UW7udRwxDBY6NYA?diningMode=DELIVERY
160-0022,吉野家 新宿一丁目店 Yoshinoya SHINJUKU 1 CHOME,https://www.ubereats.com/jp/store/%E5%90%89%E9%87%8E%E5%AE%B6-%E6%96%B0%E5%AE%BF%E4%B8%80%E4%B8%81%E7%9B%AE%E5%BA%97-yoshinoya-shinjuku-1-chome/RE6oi7zjQt2mP0QwfBaZVQ?diningMode=DELIVERY
160-0022,焼きそば かぶきち yakisoba kabukiti,https://www.ubereats.com/jp/store/%E7%84%BC%E3%81%8D%E3%81%9D%E3%81%AF-%E3%81%8B%E3%81%B5%E3%81%8D%E3%81%A1-yakisoba-kabukiti/rws4oP1vSOyuw0tQaEJDZw?diningMode=DELIVERY
160-0022,すき家 新宿二丁目店 Sukiya Shinjuku 2chome,https://www.ubereats.com/jp/store/%E3%81%99%E3%81%8D%E5%AE%B6-%E6%96%B0%E5%AE%BF%E4%BA%8C%E4%B8%81%E7%9B%AE%E5%BA%97-sukiya-shinjuku-2chome/pc_LPGnxRHyiBzZhCAS0xg?diningMode=DELIVERY
160-0022,牛すじ食堂 さいとう 新宿店 ～和牛すじ煮込みと白飯～ TOKYO Wagyu Restaurant Saito Shinjyuku,https://www.ubereats.com/jp/store/%E7%89%9B%E3%81%99%E3%81%97%E9%A3%9F%E5%A0%82-%E3%81%95%E3%81%84%E3%81%A8%E3%81%86-%E6%96%B0%E5%AE%BF%E5%BA%97-~%E5%92%8C%E7%89%9B%E3%81%99%E3%81%97%E7%85%AE%E8%BE%BC%E3%81%BF%E3%81%A8%E7%99%BD%E9%A3%AF~-tokyo-wagyu-restaurant-saito-shinjyuku-braised-wagyu-beef-tendon-and-white-rice/R-Lgfuf_XCqer0RFo324rA?diningMode=DELIVERY
160-0022,東京冷麺スタンド 大久保店,https://www.ubereats.com/jp/store/%E6%9D%B1%E4%BA%AC%E5%86%B7%E9%BA%BA%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%88-%E5%A4%A7%E4%B9%85%E4%BF%9D%E5%BA%97/NqtG-kAQXiS4WZ8Dvn7FWg?diningMode=DELIVERY
160-0022,美と健康10salad(テンサラダ) 大久保店,https://www.ubereats.com/jp/store/%E7%BE%8E%E3%81%A8%E5%81%A5%E5%BA%B710salad%E3%83%86%E3%83%B3%E3%82%B5%E3%83%A9%E3%82%BF-%E5%A4%A7%E4%B9%85%E4%BF%9D%E5%BA%97/pJdLHaXaVtGTFEtqWBdEPQ?diningMode=DELIVERY
160-0022,OLU OLU Ohana（オル オル オハナ）,https://www.ubereats.com/jp/store/olu-olu-ohana%E3%82%AA%E3%83%AB-%E3%82%AA%E3%83%AB-%E3%82%AA%E3%83%8F%E3%83%8A/z5cuj3wQXWWvasMqfFFdog?diningMode=DELIVERY
160-0022,東京タコライスLab.SHINJYUKU tokyo taco rice lab,https://www.ubereats.com/jp/store/%E6%9D%B1%E4%BA%AC%E3%82%BF%E3%82%B3%E3%83%A9%E3%82%A4%E3%82%B9labshinjyuku-tokyo-taco-rice-lab/9gontp4fX8CRXeLTQ-ihxA?diningMode=DELIVERY
